time,metric,timeseries,data,error,SEup,SElo
1990-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.95097,10.420666,20.371635,-0.4696958
1991-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.115632,11.923528,23.03916,-0.8078954
1992-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.298515,11.252072,21.550589,-0.9535569
1993-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.012492,11.645685,22.658178,-0.63319284
1994-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.238591,12.045231,23.283821,-0.80664015
1995-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.431716,10.862231,21.293947,-0.4305146
1996-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.672373,10.539008,20.211382,-0.8666349
1997-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.271098,11.006706,21.277805,-0.73560834
1998-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,8.113382,9.048629,17.162012,-0.9352463
1999-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.516168,10.105868,19.622036,-0.5897009
2000-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.037669,11.8316345,22.869303,-0.79396546
2001-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.428197,12.088026,23.516224,-0.6598293
2002-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.278656,10.216031,19.494688,-0.937375
2003-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.2483225,10.788956,21.037277,-0.5406326
2004-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.924107,10.434349,20.358456,-0.51024234
2005-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,9.806819,10.487857,20.294676,-0.6810376
2006-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.446532,11.27138,21.717913,-0.8248485
2007-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.470984,12.283273,23.754257,-0.8122886
2008-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,12.041131,12.902772,24.943903,-0.8616404
2009-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.309411,11.883308,23.19272,-0.5738974
2010-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.552831,10.875768,21.428598,-0.32293725
2011-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.962481,11.940124,22.902605,-0.97764295
2012-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.722364,12.386473,24.108837,-0.6641081
2013-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.954878,12.703238,24.658115,-0.7483598
2014-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.859883,12.429475,24.289358,-0.56959176
2015-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.817299,11.654201,22.4715,-0.8369016
2016-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,10.539058,10.832159,21.371218,-0.29310182
2017-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,12.239802,13.345929,25.585732,-1.1061276
2018-01-01T00:00:00Z,Abundance (log(CPUE+1)),All Taxa,11.467086,11.71961,23.186695,-0.25252458
1990-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.504645,7.3445163,12.849161,-1.8398712
1991-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.06379,5.7245193,10.788309,-0.6607294
1992-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.7166624,6.1090946,10.825757,-1.3924322
1993-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,7.6146297,8.719755,16.334385,-1.1051257
1994-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.122822,6.1327686,11.25559,-1.0099468
1995-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,3.2462747,3.4632897,6.7095647,-0.21701494
1996-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.0157366,5.389019,10.404756,-0.37328252
1997-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.8135576,6.028674,10.842232,-1.2151164
1998-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,2.6256342,3.6491718,6.274806,-1.0235376
1999-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.8196273,5.575268,10.394896,-0.75564057
2000-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.8131633,5.426406,10.23957,-0.6132427
2001-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.36423,6.082885,11.447115,-0.71865475
2002-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.402382,5.782301,11.184683,-0.37991887
2003-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.2365503,5.3841414,9.620691,-1.1475909
2004-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,6.197404,7.1921387,13.389543,-0.9947347
2005-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,1.8933817,2.4575915,4.350973,-0.5642099
2006-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,1.3905954,1.7443306,3.134926,-0.35373515
2007-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,2.7429883,3.085167,5.828155,-0.34217873
2008-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,3.3115852,3.664571,6.976156,-0.35298574
2009-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.2026553,4.500609,8.703264,-0.29795352
2010-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.552281,4.5704503,9.122731,-0.018169798
2011-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.084721,5.4987125,10.583433,-0.41399127
2012-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,4.5036407,5.0014553,9.505096,-0.49781471
2013-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,7.2377505,7.720412,14.958162,-0.48266125
2014-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.788027,5.9062357,11.6942625,-0.11820866
2015-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,7.4485836,8.718604,16.167187,-1.2700202
2016-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,7.600538,8.333887,15.934425,-0.7333495
2017-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,6.0507736,7.1902256,13.240999,-1.1394521
2018-01-01T00:00:00Z,Abundance (log(CPUE+1)),Young of the Year Rockfish/Groundfish,5.7337265,6.5810313,12.314758,-0.847305
1990-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.7036524,6.3989267,12.102579,-0.6952742
1991-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.148278,7.73088,13.879158,-1.5826015
1992-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.1739287,6.2428713,12.4168005,-0.06894253
1993-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.1554976,6.898735,13.054233,-0.74323726
1994-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.7971396,6.776842,12.573982,-0.97970235
1995-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.278756,7.379303,13.658059,-1.1005472
1996-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.6891556,6.192815,11.88197,-0.50365937
1997-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.2562475,5.6782894,10.934537,-0.4220418
1998-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.2194185,6.052227,11.271646,-0.8328088
1999-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.4516726,5.436841,9.888514,-0.9851684
2000-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.647052,5.201933,9.848985,-0.5548812
2001-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.5493875,6.3237715,11.873159,-0.7743843
2002-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.13734,6.0271707,11.164511,-0.88983035
2003-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.231664,5.775452,11.007116,-0.5437879
2004-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.5364904,5.9919353,11.528425,-0.4554451
2005-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.346112,5.847773,11.193885,-0.501661
2006-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.7322583,4.98604,9.718299,-0.25378168
2007-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.928123,5.7771697,10.705293,-0.8490469
2008-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.8436246,5.4044886,10.248113,-0.560864
2009-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.842006,6.374781,12.216787,-0.53277504
2010-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.012789,6.9473577,12.960146,-0.934569
2011-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,4.1574287,4.680174,8.837603,-0.52274525
2012-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.7844405,6.5276294,12.31207,-0.743189
2013-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.860238,6.5051055,12.365344,-0.6448673
2014-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.9611297,7.760122,14.7212515,-0.7989921
2015-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.093852,6.5359726,12.629825,-0.44212067
2016-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,5.7428026,6.5237926999999996,12.266596,-0.78099
2017-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.694708,7.847187,14.541895,-1.1524796
2018-01-01T00:00:00Z,Abundance (log(CPUE+1)),Forage,6.6234326,7.235832,13.859264,-0.6123995
1990-01-01T00:00:00Z,Species Richness (number of species),All Taxa,8.844156,4.8587008,13.702856,3.9854553
1991-01-01T00:00:00Z,Species Richness (number of species),All Taxa,12.5,4.5301733,17.030174,7.9698267
1992-01-01T00:00:00Z,Species Richness (number of species),All Taxa,8.219178,4.472902,12.69208,3.7462764
1993-01-01T00:00:00Z,Species Richness (number of species),All Taxa,13.90411,5.2603455,19.164455,8.6437645
1994-01-01T00:00:00Z,Species Richness (number of species),All Taxa,10.534246,3.8154736,14.34972,6.718773
1995-01-01T00:00:00Z,Species Richness (number of species),All Taxa,8.541667,3.9750543,12.516721,4.5666122
1996-01-01T00:00:00Z,Species Richness (number of species),All Taxa,11.178082,4.4201007,15.598183,6.7579813
1997-01-01T00:00:00Z,Species Richness (number of species),All Taxa,9.971831,4.753861,14.725692,5.21797
1998-01-01T00:00:00Z,Species Richness (number of species),All Taxa,5.9466667,3.5293875,9.476054,2.417279
1999-01-01T00:00:00Z,Species Richness (number of species),All Taxa,8.351352,3.501203,11.852554,4.850148
2000-01-01T00:00:00Z,Species Richness (number of species),All Taxa,9.554217,4.025083,13.5793,5.529134
2001-01-01T00:00:00Z,Species Richness (number of species),All Taxa,12.72,4.250787,16.970787,8.4692135
2002-01-01T00:00:00Z,Species Richness (number of species),All Taxa,14.655738,4.5966845,19.252422,10.059053
2003-01-01T00:00:00Z,Species Richness (number of species),All Taxa,10.792208,3.7252257,14.517433,7.0669823
2004-01-01T00:00:00Z,Species Richness (number of species),All Taxa,14.842857,5.4417486,20.284605,9.401109
2005-01-01T00:00:00Z,Species Richness (number of species),All Taxa,8.074627,4.138926,12.213553,3.9357007
2006-01-01T00:00:00Z,Species Richness (number of species),All Taxa,5.913793,3.4401371,9.35393,2.473656
2007-01-01T00:00:00Z,Species Richness (number of species),All Taxa,7.24,3.4399874,10.679987,3.8000126
2008-01-01T00:00:00Z,Species Richness (number of species),All Taxa,9.321428,3.9539344,13.275363,5.367494
2009-01-01T00:00:00Z,Species Richness (number of species),All Taxa,11.636364,4.75115,16.387514,6.8852134
2010-01-01T00:00:00Z,Species Richness (number of species),All Taxa,12.69697,4.3816743,17.078644,8.315295
2011-01-01T00:00:00Z,Species Richness (number of species),All Taxa,11.44186,4.119075,15.560935,7.322786
2012-01-01T00:00:00Z,Species Richness (number of species),All Taxa,6.5636363,3.0897899,9.653426,3.4738464
2013-01-01T00:00:00Z,Species Richness (number of species),All Taxa,13.769231,5.170108,18.939339,8.599123
2014-01-01T00:00:00Z,Species Richness (number of species),All Taxa,14.403509,3.6295397,18.033049,10.773969
2015-01-01T00:00:00Z,Species Richness (number of species),All Taxa,21.982143,5.949763,27.931906,16.032381
2016-01-01T00:00:00Z,Species Richness (number of species),All Taxa,15.5625,5.6902537,21.252754,9.872246
2017-01-01T00:00:00Z,Species Richness (number of species),All Taxa,12.264706,7.0035005,19.268206,5.261205
2018-01-01T00:00:00Z,Species Richness (number of species),All Taxa,12.404762,4.542802,16.947563,7.86196
1990-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,4.857143,3.4363165,8.293459,1.4208264
1991-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,9.4,3.8006504,13.20065,5.5993495
1992-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,3.9315069,3.3430223,7.2745295,0.5884844
1993-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,8.657535,4.031884,12.689418,4.6256504
1994-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,5.808219,2.2952702,8.103489,3.512949
1995-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,4.1527777,2.5100346,6.662812,1.6427431
1996-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,6.3150687,2.4145203,8.7295885,3.9005482
1997-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,4.830986,3.1531658,7.984152,1.6778201
1998-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,1.7866666,1.7028857,3.4895525,0.08378094
1999-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,5.2702703,2.608192,7.8784623,2.6620781
2000-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,6.192771,3.0859945,9.278766,3.1067767
2001-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,8.52,3.0374243,11.557425,5.482576
2002-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,10.721312,4.107437,14.828749,6.6138744
2003-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,5.857143,2.5011275,8.358271,3.3560152
2004-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,9.285714,4.0005174,13.286232,5.285197
2005-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,1.8507463,1.6900218,3.5407681,0.16072448
2006-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,1.5,1.5361149,3.036115,-0.036114946
2007-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,3.32,2.3258827,5.6458826,0.99411744
2008-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,4.714286,2.9168367,7.6311226,1.797449
2009-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,7.6060605,3.9686418,11.574702,3.637419
2010-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,8.469697,3.0393305,11.5090275,5.4303665
2011-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,8.604651,3.478776,12.083427,5.125875
2012-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,3.7818182,2.2500281,6.031846,1.5317901
2013-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,9.923077,4.072125,13.995202,5.850952
2014-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,10.087719,2.5091312,12.59685,7.578588
2015-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,14.464286,4.3650026,18.829288,10.099283
2016-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,9.770833,4.033053,13.803886,5.7377806
2017-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,8.088235,4.8640156,12.9522505,3.22422
2018-01-01T00:00:00Z,Species Richness (number of species),Young of the Year Rockfish/Groundfish,7.047619,3.491819,10.539438,3.5558002
1990-01-01T00:00:00Z,Species Richness (number of species),Forage,3.6233766,2.3733108,5.9966874,1.2500658
1991-01-01T00:00:00Z,Species Richness (number of species),Forage,2.9,1.9662889,4.866289,0.93371105
1992-01-01T00:00:00Z,Species Richness (number of species),Forage,4.0410957,2.1044817,6.1455774,1.9366142
1993-01-01T00:00:00Z,Species Richness (number of species),Forage,4.9041095,2.2121155,7.1162252,2.691994
1994-01-01T00:00:00Z,Species Richness (number of species),Forage,4.2465754,2.3080826,6.554658,1.9384928
1995-01-01T00:00:00Z,Species Richness (number of species),Forage,3.8194444,2.3456666,6.165111,1.4737779
1996-01-01T00:00:00Z,Species Richness (number of species),Forage,4.410959,3.1350865,7.5460453,1.2758725
1997-01-01T00:00:00Z,Species Richness (number of species),Forage,4.830986,2.5127442,7.34373,2.3182418
1998-01-01T00:00:00Z,Species Richness (number of species),Forage,3.5066667,2.4625483,5.969215,1.0441184
1999-01-01T00:00:00Z,Species Richness (number of species),Forage,2.5675676,1.937949,4.5055165,0.62961864
2000-01-01T00:00:00Z,Species Richness (number of species),Forage,3.313253,1.9995592,5.3128123,1.3136939
2001-01-01T00:00:00Z,Species Richness (number of species),Forage,3.9466667,2.1554039,6.1020703,1.7912629
2002-01-01T00:00:00Z,Species Richness (number of species),Forage,3.5737705,2.0853379,5.659108,1.4884326
2003-01-01T00:00:00Z,Species Richness (number of species),Forage,4.233766,2.6847332,6.9184995,1.549033
2004-01-01T00:00:00Z,Species Richness (number of species),Forage,5.1571426,2.8924475,8.04959,2.2646954
2005-01-01T00:00:00Z,Species Richness (number of species),Forage,4.8656716,2.9123328,7.7780046,1.9533389
2006-01-01T00:00:00Z,Species Richness (number of species),Forage,3.5172415,2.6106489,6.12789,0.9065926
2007-01-01T00:00:00Z,Species Richness (number of species),Forage,3.2533333,2.5367212,5.790055,0.71661204
2008-01-01T00:00:00Z,Species Richness (number of species),Forage,3.892857,2.6435006,6.536358,1.2493566
2009-01-01T00:00:00Z,Species Richness (number of species),Forage,3.6515152,2.2836707,5.935186,1.3678446
2010-01-01T00:00:00Z,Species Richness (number of species),Forage,3.6666667,2.342473,6.0091395,1.3241937
2011-01-01T00:00:00Z,Species Richness (number of species),Forage,2.3488371,1.5566099,3.905447,0.7922273
2012-01-01T00:00:00Z,Species Richness (number of species),Forage,2.1272728,1.4536613,3.580934,0.6736114
