time,metric,timeseries,data,error,SEup,SElo
2013-01-01T00:00:00Z,Species Richness (number of species),Forage,3.4615386,2.164432,5.6259704,1.2971064
2014-01-01T00:00:00Z,Species Richness (number of species),Forage,4.0701756,2.234947,6.3051224,1.8352286
2015-01-01T00:00:00Z,Species Richness (number of species),Forage,7,2.4790027,9.479003,4.520997
2016-01-01T00:00:00Z,Species Richness (number of species),Forage,4.875,2.6306298,7.5056295,2.2443702
2017-01-01T00:00:00Z,Species Richness (number of species),Forage,3.735294,2.6205347,6.355829,1.1147596
2018-01-01T00:00:00Z,Species Richness (number of species),Forage,4.928571,2.6813982,7.6099696,2.2471733
1990-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.41802415,0.5182946,0.9363187,-0.10027042
1991-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.42511436,0.67310965,1.098224,-0.2479953
1992-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.5244004,0.5342272,1.0586276,-0.0098267235
1993-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.5279126,0.58789176,1.1158043,-0.059979156
1994-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.33032617,0.47297102,0.80329716,-0.14264487
1995-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.36794287,0.46600544,0.8339483,-0.098062559999999993
1996-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.71927905,0.5811954,1.3004745,0.13808365
1997-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.3438317,0.45602044,0.79985213,-0.11218877
1998-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.60192055,0.5700197,1.1719403,0.031900793
1999-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.33785185,0.43996388,0.77781576,-0.102112
2000-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.24775253,0.41586533,0.66361785,-0.16811278
2001-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.26166776,0.34779748,0.60946524,-0.08612974
2002-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.75488436,0.66556835,1.4204527,0.08931598
2003-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.40150437,0.49365976,0.89516413,-0.0921554
2004-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.5815811,0.5914823,1.1730634,-0.009901145
2005-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.38100046,0.4653507,0.84635115,-0.084350236
2006-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.27650565,0.4181313,0.69463694,-0.14162563
2007-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.26614568,0.4583569,0.72450256,-0.19221124
2008-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.0696443,0.13255867,0.20220298,-0.06291438
2009-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.31547102,0.49756613,0.81303716,-0.18209511
2010-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.34200406,0.45938075,0.8013848,-0.117376685
2011-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.140098,0.28178298,0.421881,-0.14168498
2012-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.13862573,0.2638758,0.40250152,-0.12525007
2013-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.30307403,0.4585782,0.76165223,-0.15550417
2014-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.3031914,0.44708955,0.750281,-0.14389817
2015-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,1.0175031,0.80784506,1.8253481,0.20965801
2016-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.65094876,0.61287475,1.2638235,0.038074005
2017-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.17757209,0.24618216,0.42375425,-0.06861009
2018-01-01T00:00:00Z,Shannon-Weaver diversity,All Taxa,0.23209786,0.36064905,0.5927469,-0.1285512
1990-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.9623432,0.52556276,1.487906,0.43678045
1991-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.4669633,0.4816146,1.9485779,0.9853487
1992-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.8023491,0.5787289,1.381078,0.22362016
1993-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.0699273,0.60518044,1.6751078,0.46474695
1994-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.1100322,0.44188526,1.5519176,0.66814697
1995-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.9824817,0.5604171,1.5428988,0.42206463
1996-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.1929649,0.4216891,1.6146541,0.7712758
1997-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.90550053,0.59385824,1.4993588,0.3116423
1998-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.42200154,0.51255226,0.9345538,-0.090550706
1999-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.848156,0.51236993,1.360526,0.33578604
2000-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.149702,0.5098329,1.6595349,0.63986903
2001-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.382886,0.39382187,1.7767079,0.9890642
2002-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.5863273,0.40202218,1.9883494,1.1843051
2003-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.2773215,0.4468732,1.7241946,0.8304483
2004-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.235079,0.6697051,1.9047842,0.565374
2005-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.477331,0.5489426,1.0262736,-0.071611635
2006-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.41054064,0.52419275,0.9347334,-0.11365213
2007-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.8133067,0.60164005,1.4149467,0.21166664
2008-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.0611248,0.62768537,1.6888101,0.43343946
2009-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.3916358,0.4857286,1.8773644,0.90590715
2010-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.4142934,0.4417224,1.8560157,0.97257096
2011-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.5700519,0.2907927,1.8608446,1.2792592
2012-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,0.76025426,0.4563667,1.2166209,0.3038876
2013-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.3727046,0.43245912,1.8051639,0.94024557
2014-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.5158824,0.37530804,1.8911904,1.1405743
2015-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.6908584,0.3299391,2.0207975,1.3609192
2016-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.0904148,0.47994632,1.570361,0.6104684
2017-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.2443007,0.48021936,1.7245201,0.76408136
2018-01-01T00:00:00Z,Shannon-Weaver diversity,Young of the Year Rockfish/Groundfish,1.1462511,0.54318774,1.6894388,0.6030634
1990-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.56238174,0.4507565,1.0131383,0.11162528
1991-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.51262754,0.45729655,0.9699241,0.055331003
1992-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.5545777,0.44303137,0.9976091,0.111546345
1993-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.8219306,0.45725772,1.2791883,0.36467287
1994-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6980417,0.47742504,1.1754667,0.22061661
1995-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.5922639,0.43829432,1.0305582,0.15396956
1996-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6250707,0.42264572,1.0477164,0.20242494
1997-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.8030682,0.44566968,1.2487379,0.35739854
1998-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.60510665,0.46465904,1.0697657,0.14044765
1999-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.50312406,0.45608196,0.95920604,0.047042124
2000-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.67680854,0.51465946,1.191468,0.16214906
2001-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6423513,0.5117928,1.154144,0.13055857
2002-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.5568945,0.43414095,0.9910354,0.122753516
2003-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.7521975,0.48099163,1.2331891,0.27120587
2004-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.811146,0.49261776,1.3037637,0.31852826
2005-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.81659055,0.479203,1.2957935,0.33738756
2006-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6226217,0.4932313,1.115853,0.12939042
2007-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.49469465,0.48486412,0.97955877,0.00983051
2008-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.81600636,0.51823074,1.3342371,0.29777563
2009-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6275238,0.48653862,1.1140624,0.14098518
2010-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.54249287,0.42547736,0.9679702,0.117015496
2011-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.46031424,0.4449128,0.90522707,0.015401467
2012-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.27380547,0.3920748,0.66588026,-0.118269324
2013-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.6166683,0.52093434,1.1376027,0.09573398
2014-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.5585294,0.45601264,1.014542,0.10251672
2015-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,1.0479243,0.45287773,1.500802,0.5950466
2016-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.9728768,0.54343563,1.5163125,0.42944118
2017-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.54011935,0.5625378,1.1026571,-0.022418441
2018-01-01T00:00:00Z,Shannon-Weaver diversity,Forage,0.68326813,0.46418637,1.1474545,0.21908177
1990-01-01T00:00:00Z,Pielous evenness,All Taxa,0.21307556,0.26354685,0.47662243,-0.0504713
1991-01-01T00:00:00Z,Pielous evenness,All Taxa,0.1682028,0.25916618,0.427369,-0.090963386
1992-01-01T00:00:00Z,Pielous evenness,All Taxa,0.26211926,0.2632351,0.5253543,-0.001115836
1993-01-01T00:00:00Z,Pielous evenness,All Taxa,0.21262224,0.24590266,0.45852488,-0.033280425
1994-01-01T00:00:00Z,Pielous evenness,All Taxa,0.14540325,0.21058618,0.35598943,-0.06518292
1995-01-01T00:00:00Z,Pielous evenness,All Taxa,0.18596838,0.22131154,0.40727994,-0.03534315
1996-01-01T00:00:00Z,Pielous evenness,All Taxa,0.30876148,0.25900412,0.5677656,0.04975735
1997-01-01T00:00:00Z,Pielous evenness,All Taxa,0.16957302,0.2366828,0.4062558,-0.06710977
1998-01-01T00:00:00Z,Pielous evenness,All Taxa,0.37061095,0.32021633,0.6908273,0.05039462
1999-01-01T00:00:00Z,Pielous evenness,All Taxa,0.16504163,0.21487412,0.37991574,-0.049832497
2000-01-01T00:00:00Z,Pielous evenness,All Taxa,0.12892318,0.21640591,0.34532908,-0.087482736
2001-01-01T00:00:00Z,Pielous evenness,All Taxa,0.11424859,0.1677259,0.2819745,-0.05347731
2002-01-01T00:00:00Z,Pielous evenness,All Taxa,0.28872368,0.2552419,0.5439656,0.03348178
2003-01-01T00:00:00Z,Pielous evenness,All Taxa,0.17217721,0.21802706,0.39020425,-0.045849834
2004-01-01T00:00:00Z,Pielous evenness,All Taxa,0.23396145,0.25012562,0.48408705,-0.016164178
2005-01-01T00:00:00Z,Pielous evenness,All Taxa,0.20001434,0.25211358,0.4521279,-0.052099235
2006-01-01T00:00:00Z,Pielous evenness,All Taxa,0.2185972,0.33374316,0.5523404,-0.115145944
2007-01-01T00:00:00Z,Pielous evenness,All Taxa,0.1526062,0.26052147,0.4131277,-0.10791528
2008-01-01T00:00:00Z,Pielous evenness,All Taxa,0.031660482,0.05746754,0.089128025,-0.025807058
2009-01-01T00:00:00Z,Pielous evenness,All Taxa,0.15448952,0.26917633,0.42366588,-0.11468683
2010-01-01T00:00:00Z,Pielous evenness,All Taxa,0.14178413,0.19890279,0.34068692,-0.057118654
2011-01-01T00:00:00Z,Pielous evenness,All Taxa,0.0559525,0.10404108,0.15999357,-0.048088577
2012-01-01T00:00:00Z,Pielous evenness,All Taxa,0.074366465,0.13305202,0.20741849,-0.05868555
2013-01-01T00:00:00Z,Pielous evenness,All Taxa,0.12613353,0.19362289,0.31975642,-0.06748936
2014-01-01T00:00:00Z,Pielous evenness,All Taxa,0.11489914,0.16890606,0.28380522,-0.054006923
2015-01-01T00:00:00Z,Pielous evenness,All Taxa,0.338783,0.27178714,0.61057013,0.06699585
2016-01-01T00:00:00Z,Pielous evenness,All Taxa,0.24793528,0.23846349,0.48639876,0.009471782
2017-01-01T00:00:00Z,Pielous evenness,All Taxa,0.08566357,0.1390634,0.22472697,-0.053399824
2018-01-01T00:00:00Z,Pielous evenness,All Taxa,0.09249015,0.140447,0.23293716,-0.04795685
1990-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6738081,0.29750982,0.97131795,0.37629828
1991-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6868501,0.16977032,0.85662043,0.5170798
1992-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6196808,0.34450048,0.9641813,0.27518037
1993-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.5422114,0.27117622,0.81338763,0.27103522
1994-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6621262,0.21724379,0.87937,0.4448824
1995-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.74079543,0.25833204,0.99912745,0.4824634
1996-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6919703,0.2033927,0.895363,0.48857757
1997-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6518913,0.30435327,0.9562446,0.34753805
1998-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.51465994,0.45800325,0.9726632,0.056656692
1999-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.56837034,0.28895766,0.85732794,0.2794127
2000-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.69972247,0.23249522,0.9322177,0.46722728
2001-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6830834,0.16920973,0.85229313,0.5138737
2002-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.69919115,0.15613434,0.85532546,0.5430568
2003-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.7764255,0.20569406,0.9821195,0.5707314
2004-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.5882802,0.2857103,0.8739905,0.30256987
2005-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.562641,0.43969253,1.0023335,0.12294848
2006-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.49383566,0.47112668,0.9649623,0.022708982
2007-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.7249412,0.32022098,1.0451622,0.40472022
2008-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.7173142,0.2795535,0.9968677,0.43776068
2009-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.76794106,0.18832533,0.9562664,0.5796158
2010-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.69078916,0.18290345,0.8736926,0.5078857
2011-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.76717937,0.12394211,0.8911215,0.6432373
2012-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6553421,0.27782345,0.93316555,0.37751862
2013-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6235661,0.15595248,0.7795186,0.4676136
2014-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6677511,0.1599629,0.82771397,0.5077881
2015-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.6491971,0.14047748,0.7896745,0.5087196
2016-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.4996623,0.23326844,0.7329308,0.26639387
2017-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.67312485,0.24815948,0.9212843,0.42496535
2018-01-01T00:00:00Z,Pielous evenness,Young of the Year Rockfish/Groundfish,0.65598065,0.25526187,0.91124254,0.40071878
1990-01-01T00:00:00Z,Pielous evenness,Forage,0.48021933,0.2823442,0.7625635,0.19787513
1991-01-01T00:00:00Z,Pielous evenness,Forage,0.5489939,0.3614245,0.9104184,0.18756938
1992-01-01T00:00:00Z,Pielous evenness,Forage,0.44095245,0.29787177,0.73882425,0.1430807
1993-01-01T00:00:00Z,Pielous evenness,Forage,0.5647352,0.24828461,0.8130198,0.31645057
1994-01-01T00:00:00Z,Pielous evenness,Forage,0.5347291,0.3127181,0.8474473,0.22201104
1995-01-01T00:00:00Z,Pielous evenness,Forage,0.49111882,0.30374625,0.7948651,0.18737255
1996-01-01T00:00:00Z,Pielous evenness,Forage,0.5124013,0.28129575,0.79369706,0.23110555
1997-01-01T00:00:00Z,Pielous evenness,Forage,0.54788166,0.27167276,0.8195544,0.27620888
1998-01-01T00:00:00Z,Pielous evenness,Forage,0.5766315,0.29616365,0.8727951,0.2804678
1999-01-01T00:00:00Z,Pielous evenness,Forage,0.5328053,0.3432341,0.8760394,0.18957125
2000-01-01T00:00:00Z,Pielous evenness,Forage,0.64024717,0.32366502,0.9639122,0.31658217
2001-01-01T00:00:00Z,Pielous evenness,Forage,0.4915629,0.31406486,0.80562776,0.17749804
2002-01-01T00:00:00Z,Pielous evenness,Forage,0.4985183,0.2804207,0.77893895,0.21809758
2003-01-01T00:00:00Z,Pielous evenness,Forage,0.6431083,0.24222758,0.8853359,0.40088075
2004-01-01T00:00:00Z,Pielous evenness,Forage,0.5667365,0.27024782,0.83698434,0.2964887
2005-01-01T00:00:00Z,Pielous evenness,Forage,0.5891342,0.2626404,0.85177463,0.32649383
2006-01-01T00:00:00Z,Pielous evenness,Forage,0.56835246,0.32529032,0.8936428,0.24306212
2007-01-01T00:00:00Z,Pielous evenness,Forage,0.5302125,0.30777055,0.8379831,0.22244196
2008-01-01T00:00:00Z,Pielous evenness,Forage,0.67452466,0.29437637,0.96890104,0.38014826
2009-01-01T00:00:00Z,Pielous evenness,Forage,0.547509,0.31448138,0.86199045,0.23302767
2010-01-01T00:00:00Z,Pielous evenness,Forage,0.4907354,0.32628113,0.81701654,0.16445427
2011-01-01T00:00:00Z,Pielous evenness,Forage,0.6104417,0.34657472,0.9570164,0.26386696
2012-01-01T00:00:00Z,Pielous evenness,Forage,0.3977394,0.35092226,0.74866164,0.04681715
2013-01-01T00:00:00Z,Pielous evenness,Forage,0.51795256,0.3249932,0.84294575,0.19295934
2014-01-01T00:00:00Z,Pielous evenness,Forage,0.4076765,0.307278,0.7149545,0.100398466
2015-01-01T00:00:00Z,Pielous evenness,Forage,0.56331986,0.23252879,0.7958486,0.33079106
2016-01-01T00:00:00Z,Pielous evenness,Forage,0.6936288,0.22889341,0.9225222,0.46473536
2017-01-01T00:00:00Z,Pielous evenness,Forage,0.45681834,0.32605383,0.7828722,0.13076451
2018-01-01T00:00:00Z,Pielous evenness,Forage,0.47680703,0.27108726,0.7478943,0.20571975
