time,beuti,latitude
2004-07-01T00:00:00Z,6.035,39
2004-07-01T00:00:00Z,0.062,33
2004-08-01T00:00:00Z,0.548,45
2004-08-01T00:00:00Z,3.154,39
2004-08-01T00:00:00Z,0.044,33
2004-09-01T00:00:00Z,0.232,45
2004-09-01T00:00:00Z,8.163,39
2004-09-01T00:00:00Z,0.008,33
2004-10-01T00:00:00Z,-0.038,45
2004-10-01T00:00:00Z,2.511,39
2004-10-01T00:00:00Z,0.005,33
2004-11-01T00:00:00Z,2.064,45
2004-11-01T00:00:00Z,9.429,39
2004-11-01T00:00:00Z,0.058,33
2004-12-01T00:00:00Z,-1.408,45
2004-12-01T00:00:00Z,2.098,39
2004-12-01T00:00:00Z,0.079,33
2005-01-01T00:00:00Z,-3.96,45
2005-01-01T00:00:00Z,-3.713,39
2005-01-01T00:00:00Z,0.219,33
2005-02-01T00:00:00Z,1.764,45
2005-02-01T00:00:00Z,-0.148,39
2005-02-01T00:00:00Z,0.14,33
2005-03-01T00:00:00Z,-1.503,45
2005-03-01T00:00:00Z,3.883,39
2005-03-01T00:00:00Z,0.461,33
2005-04-01T00:00:00Z,0.623,45
2005-04-01T00:00:00Z,14.673,39
2005-04-01T00:00:00Z,2.305,33
2005-05-01T00:00:00Z,-0.182,45
2005-05-01T00:00:00Z,6.595,39
2005-05-01T00:00:00Z,0.353,33
2005-06-01T00:00:00Z,0.108,45
2005-06-01T00:00:00Z,22.635,39
2005-06-01T00:00:00Z,0.357,33
2005-07-01T00:00:00Z,1.121,45
2005-07-01T00:00:00Z,17.63,39
2005-07-01T00:00:00Z,0.152,33
2005-08-01T00:00:00Z,1.52,45
2005-08-01T00:00:00Z,14.45,39
2005-08-01T00:00:00Z,0.014,33
2005-09-01T00:00:00Z,1.985,45
2005-09-01T00:00:00Z,13.905,39
2005-09-01T00:00:00Z,0.013,33
2005-10-01T00:00:00Z,-0.356,45
2005-10-01T00:00:00Z,5.216,39
2005-10-01T00:00:00Z,0.043,33
2005-11-01T00:00:00Z,0.055,45
2005-11-01T00:00:00Z,4.768,39
2005-11-01T00:00:00Z,0.217,33
2005-12-01T00:00:00Z,-4.977,45
2005-12-01T00:00:00Z,0.62,39
2005-12-01T00:00:00Z,0.659,33
2006-01-01T00:00:00Z,-1.918,45
2006-01-01T00:00:00Z,0.436,39
2006-01-01T00:00:00Z,1.138,33
2006-02-01T00:00:00Z,0.474,45
2006-02-01T00:00:00Z,7.256,39
2006-02-01T00:00:00Z,0.86,33
2006-03-01T00:00:00Z,-6.512,45
2006-03-01T00:00:00Z,3.812,39
2006-03-01T00:00:00Z,3.719,33
2006-04-01T00:00:00Z,2.45,45
2006-04-01T00:00:00Z,16.844,39
2006-04-01T00:00:00Z,0.582,33
2006-05-01T00:00:00Z,5.747,45
2006-05-01T00:00:00Z,26.808,39
2006-05-01T00:00:00Z,0.559,33
2006-06-01T00:00:00Z,1.689,45
2006-06-01T00:00:00Z,20.094,39
2006-06-01T00:00:00Z,0.124,33
2006-07-01T00:00:00Z,1.528,45
2006-07-01T00:00:00Z,17.093,39
2006-07-01T00:00:00Z,0.022,33
2006-08-01T00:00:00Z,3.156,45
2006-08-01T00:00:00Z,17.761,39
2006-08-01T00:00:00Z,0.005,33
2006-09-01T00:00:00Z,0.732,45
2006-09-01T00:00:00Z,15.677,39
2006-09-01T00:00:00Z,0.017,33
2006-10-01T00:00:00Z,1.135,45
2006-10-01T00:00:00Z,2.139,39
2006-10-01T00:00:00Z,0.014,33
2006-11-01T00:00:00Z,-2.379,45
2006-11-01T00:00:00Z,0.677,39
2006-11-01T00:00:00Z,0.027,33
2006-12-01T00:00:00Z,-3.938,45
2006-12-01T00:00:00Z,2.333,39
2006-12-01T00:00:00Z,0.35,33
2007-01-01T00:00:00Z,1.017,45
2007-01-01T00:00:00Z,13.363,39
2007-01-01T00:00:00Z,1.087,33
2007-02-01T00:00:00Z,-2.552,45
2007-02-01T00:00:00Z,14.716,39
2007-02-01T00:00:00Z,1.623,33
2007-03-01T00:00:00Z,0.736,45
2007-03-01T00:00:00Z,26.715,39
2007-03-01T00:00:00Z,2.325,33
2007-04-01T00:00:00Z,0.717,45
2007-04-01T00:00:00Z,25.383,39
2007-04-01T00:00:00Z,3.275,33
2007-05-01T00:00:00Z,7.923,45
2007-05-01T00:00:00Z,34.307,39
2007-05-01T00:00:00Z,1.435,33
2007-06-01T00:00:00Z,0.472,45
2007-06-01T00:00:00Z,33.5,39
2007-06-01T00:00:00Z,0.457,33
2007-07-01T00:00:00Z,0.372,45
2007-07-01T00:00:00Z,12.17,39
2007-07-01T00:00:00Z,0.042,33
2007-08-01T00:00:00Z,0.327,45
2007-08-01T00:00:00Z,6.951,39
2007-08-01T00:00:00Z,0.013,33
2007-09-01T00:00:00Z,0.884,45
2007-09-01T00:00:00Z,8.099,39
2007-09-01T00:00:00Z,0.025,33
2007-10-01T00:00:00Z,0.262,45
2007-10-01T00:00:00Z,4.365,39
2007-10-01T00:00:00Z,0.068,33
2007-11-01T00:00:00Z,0.562,45
2007-11-01T00:00:00Z,9.757,39
2007-11-01T00:00:00Z,0.101,33
2007-12-01T00:00:00Z,-10.553,45
2007-12-01T00:00:00Z,6.841,39
2007-12-01T00:00:00Z,1.995,33
2008-01-01T00:00:00Z,-5.914,45
2008-01-01T00:00:00Z,0.173,39
2008-01-01T00:00:00Z,0.95,33
2008-02-01T00:00:00Z,-1.289,45
2008-02-01T00:00:00Z,15.419,39
2008-02-01T00:00:00Z,2.579,33
2008-03-01T00:00:00Z,0.956,45
2008-03-01T00:00:00Z,26.171,39
2008-03-01T00:00:00Z,3.871,33
2008-04-01T00:00:00Z,5.266,45
2008-04-01T00:00:00Z,22.793,39
2008-04-01T00:00:00Z,3.223,33
2008-05-01T00:00:00Z,10.097,45
2008-05-01T00:00:00Z,40.162,39
2008-05-01T00:00:00Z,1.344,33
2008-06-01T00:00:00Z,4.376,45
2008-06-01T00:00:00Z,39.454,39
2008-06-01T00:00:00Z,0.428,33
2008-07-01T00:00:00Z,5.031,45
2008-07-01T00:00:00Z,13.561,39
2008-07-01T00:00:00Z,0.066,33
2008-08-01T00:00:00Z,0.815,45
2008-08-01T00:00:00Z,15.841,39
2008-08-01T00:00:00Z,0.01,33
2008-09-01T00:00:00Z,2.087,45
2008-09-01T00:00:00Z,4.644,39
2008-09-01T00:00:00Z,0.012,33
2008-10-01T00:00:00Z,-0.438,45
2008-10-01T00:00:00Z,8.455,39
2008-10-01T00:00:00Z,0.023,33
2008-11-01T00:00:00Z,-1.025,45
2008-11-01T00:00:00Z,1.164,39
2008-11-01T00:00:00Z,0.052,33
2008-12-01T00:00:00Z,-0.92,45
2008-12-01T00:00:00Z,6.34,39
2008-12-01T00:00:00Z,0.269,33
2009-01-01T00:00:00Z,0.529,45
2009-01-01T00:00:00Z,5.413,39
2009-01-01T00:00:00Z,-0.171,33
2009-02-01T00:00:00Z,0.501,45
2009-02-01T00:00:00Z,-1.243,39
2009-02-01T00:00:00Z,1.209,33
2009-03-01T00:00:00Z,1.458,45
2009-03-01T00:00:00Z,26.478,39
2009-03-01T00:00:00Z,1.365,33
2009-04-01T00:00:00Z,5.814,45
2009-04-01T00:00:00Z,27.489,39
2009-04-01T00:00:00Z,1.965,33
2009-05-01T00:00:00Z,4.815,45
2009-05-01T00:00:00Z,26.164,39
2009-05-01T00:00:00Z,0.755,33
2009-06-01T00:00:00Z,2.868,45
2009-06-01T00:00:00Z,15.854,39
2009-06-01T00:00:00Z,0.379,33
2009-07-01T00:00:00Z,4.598,45
2009-07-01T00:00:00Z,13.123,39
2009-07-01T00:00:00Z,0.025,33
2009-08-01T00:00:00Z,1.492,45
2009-08-01T00:00:00Z,5.684,39
2009-08-01T00:00:00Z,0.02,33
2009-09-01T00:00:00Z,-0.021,45
2009-09-01T00:00:00Z,3.422,39
2009-09-01T00:00:00Z,0.018,33
2009-10-01T00:00:00Z,0.008,45
2009-10-01T00:00:00Z,9.848,39
2009-10-01T00:00:00Z,0.017,33
2009-11-01T00:00:00Z,-1.8,45
2009-11-01T00:00:00Z,7.944,39
2009-11-01T00:00:00Z,0.076,33
2009-12-01T00:00:00Z,-4.174,45
2009-12-01T00:00:00Z,-1.357,39
2009-12-01T00:00:00Z,0.237,33
2010-01-01T00:00:00Z,-9.561,45
2010-01-01T00:00:00Z,-2.49,39
2010-01-01T00:00:00Z,0.262,33
2010-02-01T00:00:00Z,-1.632,45
2010-02-01T00:00:00Z,0.826,39
2010-02-01T00:00:00Z,0.385,33
2010-03-01T00:00:00Z,-1.151,45
2010-03-01T00:00:00Z,8.798,39
2010-03-01T00:00:00Z,1.225,33
2010-04-01T00:00:00Z,0.72,45
2010-04-01T00:00:00Z,20.924,39
2010-04-01T00:00:00Z,1.925,33
2010-05-01T00:00:00Z,1.197,45
2010-05-01T00:00:00Z,18.487,39
2010-05-01T00:00:00Z,1.769,33
2010-06-01T00:00:00Z,0.482,45
2010-06-01T00:00:00Z,31.701,39
2010-06-01T00:00:00Z,2.112,33
2010-07-01T00:00:00Z,6.774,45
2010-07-01T00:00:00Z,26.393,39
2010-07-01T00:00:00Z,0.592,33
2010-08-01T00:00:00Z,2.789,45
2010-08-01T00:00:00Z,18.372,39
2010-08-01T00:00:00Z,0.119,33
2010-09-01T00:00:00Z,-0.018,45
2010-09-01T00:00:00Z,5.376,39
2010-09-01T00:00:00Z,0.091,33
2010-10-01T00:00:00Z,-0.035,45
2010-10-01T00:00:00Z,4.444,39
2010-10-01T00:00:00Z,0.046,33
2010-11-01T00:00:00Z,-0.99,45
2010-11-01T00:00:00Z,6.146,39
2010-11-01T00:00:00Z,0.575,33
2010-12-01T00:00:00Z,-9.392,45
2010-12-01T00:00:00Z,-3.95,39
2010-12-01T00:00:00Z,0.76,33
2011-01-01T00:00:00Z,0.121,45
2011-01-01T00:00:00Z,5.237,39
2011-01-01T00:00:00Z,-0.425,33
2011-02-01T00:00:00Z,1.85,45
2011-02-01T00:00:00Z,7.107,39
2011-02-01T00:00:00Z,0.872,33
2011-03-01T00:00:00Z,-8.544,45
2011-03-01T00:00:00Z,-1.285,39
2011-03-01T00:00:00Z,1.945,33
2011-04-01T00:00:00Z,3.24,45
2011-04-01T00:00:00Z,16.158,39
2011-04-01T00:00:00Z,1.254,33
2011-05-01T00:00:00Z,0.8,45
2011-05-01T00:00:00Z,24.877,39
2011-05-01T00:00:00Z,1.377,33
2011-06-01T00:00:00Z,0.993,45
2011-06-01T00:00:00Z,26.033,39
2011-06-01T00:00:00Z,0.572,33
2011-07-01T00:00:00Z,2.693,45
2011-07-01T00:00:00Z,18.616,39
2011-07-01T00:00:00Z,0.086,33
2011-08-01T00:00:00Z,2.12,45
2011-08-01T00:00:00Z,12.855,39
2011-08-01T00:00:00Z,0.048,33
2011-09-01T00:00:00Z,0.553,45
2011-09-01T00:00:00Z,4.337,39
2011-09-01T00:00:00Z,0.032,33
2011-10-01T00:00:00Z,0.011,45
2011-10-01T00:00:00Z,3.399,39
2011-10-01T00:00:00Z,0.071,33
2011-11-01T00:00:00Z,-1.497,45
2011-11-01T00:00:00Z,3.759,39
2011-11-01T00:00:00Z,0.101,33
2011-12-01T00:00:00Z,3.266,45
2011-12-01T00:00:00Z,11.095,39
2011-12-01T00:00:00Z,0.41,33
2012-01-01T00:00:00Z,-10.551,45
2012-01-01T00:00:00Z,2.599,39
2012-01-01T00:00:00Z,0.956,33
2012-02-01T00:00:00Z,0.562,45
2012-02-01T00:00:00Z,20.855,39
2012-02-01T00:00:00Z,2.282,33
2012-03-01T00:00:00Z,-14.831,45
2012-03-01T00:00:00Z,-0.643,39
2012-03-01T00:00:00Z,3.29,33
2012-04-01T00:00:00Z,-3.867,45
2012-04-01T00:00:00Z,9.997,39
2012-04-01T00:00:00Z,2.121,33
2012-05-01T00:00:00Z,4.752,45
2012-05-01T00:00:00Z,32.041,39
2012-05-01T00:00:00Z,1.425,33
2012-06-01T00:00:00Z,0.762,45
2012-06-01T00:00:00Z,29.181,39
2012-06-01T00:00:00Z,0.699,33
2012-07-01T00:00:00Z,2.482,45
2012-07-01T00:00:00Z,17.74,39
2012-07-01T00:00:00Z,0.099,33
2012-08-01T00:00:00Z,2.375,45
2012-08-01T00:00:00Z,8.836,39
2012-08-01T00:00:00Z,0.007,33
2012-09-01T00:00:00Z,2.184,45
2012-09-01T00:00:00Z,5.24,39
2012-09-01T00:00:00Z,0.007,33
2012-10-01T00:00:00Z,0.124,45
2012-10-01T00:00:00Z,1.631,39
2012-10-01T00:00:00Z,0.007,33
2012-11-01T00:00:00Z,-1.172,45
2012-11-01T00:00:00Z,-0.22,39
2012-11-01T00:00:00Z,0.035,33
2012-12-01T00:00:00Z,-1.014,45
2012-12-01T00:00:00Z,1.887,39
2012-12-01T00:00:00Z,0.279,33
2013-01-01T00:00:00Z,-0.335,45
2013-01-01T00:00:00Z,7.699,39
2013-01-01T00:00:00Z,2.054,33
2013-02-01T00:00:00Z,-0.963,45
2013-02-01T00:00:00Z,21.821,39
2013-02-01T00:00:00Z,2.925,33
2013-03-01T00:00:00Z,-1.249,45
2013-03-01T00:00:00Z,17.677,39
2013-03-01T00:00:00Z,1.966,33
2013-04-01T00:00:00Z,1.51,45
2013-04-01T00:00:00Z,41.843,39
2013-04-01T00:00:00Z,3.977,33
2013-05-01T00:00:00Z,1.952,45
2013-05-01T00:00:00Z,22.949,39
2013-05-01T00:00:00Z,3.862,33
2013-06-01T00:00:00Z,1.265,45
2013-06-01T00:00:00Z,26.28,39
2013-06-01T00:00:00Z,2.351,33
2013-07-01T00:00:00Z,3.721,45
2013-07-01T00:00:00Z,22.459,39
2013-07-01T00:00:00Z,0.223,33
2013-08-01T00:00:00Z,1.599,45
2013-08-01T00:00:00Z,8.687,39
2013-08-01T00:00:00Z,0.33,33
2013-09-01T00:00:00Z,0.287,45
2013-09-01T00:00:00Z,4.653,39
2013-09-01T00:00:00Z,0.241,33
2013-10-01T00:00:00Z,0.287,45
2013-10-01T00:00:00Z,10.806,39
2013-10-01T00:00:00Z,0.015,33
2013-11-01T00:00:00Z,-0.212,45
2013-11-01T00:00:00Z,5.993,39
2013-11-01T00:00:00Z,0.026,33
2013-12-01T00:00:00Z,-0.233,45
2013-12-01T00:00:00Z,10.575,39
2013-12-01T00:00:00Z,0.262,33
2014-01-01T00:00:00Z,-3.516,45
2014-01-01T00:00:00Z,0.965,39
2014-01-01T00:00:00Z,0.128,33
2014-02-01T00:00:00Z,-5.451,45
2014-02-01T00:00:00Z,1.423,39
2014-02-01T00:00:00Z,0.459,33
2014-03-01T00:00:00Z,-3.749,45
2014-03-01T00:00:00Z,3.836,39
2014-03-01T00:00:00Z,0.402,33
2014-04-01T00:00:00Z,1.109,45
2014-04-01T00:00:00Z,10.452,39
2014-04-01T00:00:00Z,1.524,33
2014-05-01T00:00:00Z,0.306,45
2014-05-01T00:00:00Z,22.189,39
2014-05-01T00:00:00Z,0.694,33
2014-06-01T00:00:00Z,1.656,45
2014-06-01T00:00:00Z,34.233,39
2014-06-01T00:00:00Z,0.206,33
2014-07-01T00:00:00Z,1.181,45
2014-07-01T00:00:00Z,7.378,39
2014-07-01T00:00:00Z,0.098,33
2014-08-01T00:00:00Z,1.375,45
2014-08-01T00:00:00Z,11.138,39
2014-08-01T00:00:00Z,0.006,33
2014-09-01T00:00:00Z,0.265,45
2014-09-01T00:00:00Z,3.164,39
2014-09-01T00:00:00Z,0.003,33
2014-10-01T00:00:00Z,0.013,45
2014-10-01T00:00:00Z,0.632,39
2014-10-01T00:00:00Z,0.001,33
2014-11-01T00:00:00Z,-0.008,45
2014-11-01T00:00:00Z,0.025,39
2014-11-01T00:00:00Z,0.003,33
2014-12-01T00:00:00Z,-0.262,45
2014-12-01T00:00:00Z,0.356,39
2014-12-01T00:00:00Z,0.031,33
2015-01-01T00:00:00Z,-0.297,45
2015-01-01T00:00:00Z,0.416,39
2015-01-01T00:00:00Z,0.014,33
2015-02-01T00:00:00Z,-0.818,45
2015-02-01T00:00:00Z,1.166,39
2015-02-01T00:00:00Z,0.033,33
2015-03-01T00:00:00Z,-0.031,45
2015-03-01T00:00:00Z,5.11,39
2015-03-01T00:00:00Z,0.076,33
2015-04-01T00:00:00Z,0.779,45
2015-04-01T00:00:00Z,22.211,39
2015-04-01T00:00:00Z,0.607,33
2015-05-01T00:00:00Z,2.608,45
2015-05-01T00:00:00Z,27.514,39
2015-05-01T00:00:00Z,1.462,33
2015-06-01T00:00:00Z,5.254,45
2015-06-01T00:00:00Z,17.491,39
2015-06-01T00:00:00Z,0.836,33
2015-07-01T00:00:00Z,1.792,45
2015-07-01T00:00:00Z,6.59,39
2015-07-01T00:00:00Z,0.158,33
2015-08-01T00:00:00Z,1.775,45
2015-08-01T00:00:00Z,5.085,39
2015-08-01T00:00:00Z,0.094,33
2015-09-01T00:00:00Z,0.512,45
2015-09-01T00:00:00Z,4.097,39
2015-09-01T00:00:00Z,0.01,33
2015-10-01T00:00:00Z,-0.166,45
2015-10-01T00:00:00Z,0.957,39
2015-10-01T00:00:00Z,0.002,33
2015-11-01T00:00:00Z,-0.006,45
2015-11-01T00:00:00Z,1.766,39
2015-11-01T00:00:00Z,0.008,33
2015-12-01T00:00:00Z,-1.42,45
2015-12-01T00:00:00Z,1.275,39
2015-12-01T00:00:00Z,0.146,33
2016-01-01T00:00:00Z,-3.128,45
2016-01-01T00:00:00Z,-5.571,39
2016-01-01T00:00:00Z,0.221,33
2016-02-01T00:00:00Z,-1.985,45
2016-02-01T00:00:00Z,0.759,39
2016-02-01T00:00:00Z,0.474,33
2016-03-01T00:00:00Z,-2.329,45
2016-03-01T00:00:00Z,2.094,39
2016-03-01T00:00:00Z,0.358,33
2016-04-01T00:00:00Z,0.405,45
2016-04-01T00:00:00Z,13.095,39
2016-04-01T00:00:00Z,3.244,33
2016-05-01T00:00:00Z,3.664,45
2016-05-01T00:00:00Z,19.51,39
2016-05-01T00:00:00Z,1.205,33
2016-06-01T00:00:00Z,2.859,45
2016-06-01T00:00:00Z,19.4,39
2016-06-01T00:00:00Z,2.24,33
2016-07-01T00:00:00Z,2.387,45
2016-07-01T00:00:00Z,20.05,39
2016-07-01T00:00:00Z,0.805,33
2016-08-01T00:00:00Z,1.611,45
2016-08-01T00:00:00Z,8.25,39
2016-08-01T00:00:00Z,0.112,33
2016-09-01T00:00:00Z,2.015,45
2016-09-01T00:00:00Z,10.373,39
2016-09-01T00:00:00Z,0.038,33
2016-10-01T00:00:00Z,-0.337,45
2016-10-01T00:00:00Z,1.013,39
2016-10-01T00:00:00Z,0.026,33
2016-11-01T00:00:00Z,0.0,45
2016-11-01T00:00:00Z,0.007,39
2016-11-01T00:00:00Z,0.025,33
2016-12-01T00:00:00Z,-0.126,45
2016-12-01T00:00:00Z,3.118,39
2016-12-01T00:00:00Z,0.226,33
2017-01-01T00:00:00Z,-3.904,45
2017-01-01T00:00:00Z,-0.16,39
2017-01-01T00:00:00Z,0.248,33
2017-02-01T00:00:00Z,-1.018,45
2017-02-01T00:00:00Z,-1.422,39
2017-02-01T00:00:00Z,0.637,33
2017-03-01T00:00:00Z,-4.663,45
2017-03-01T00:00:00Z,3.607,39
2017-03-01T00:00:00Z,0.98,33
2017-04-01T00:00:00Z,-2.735,45
2017-04-01T00:00:00Z,8.559,39
2017-04-01T00:00:00Z,2.852,33
2017-05-01T00:00:00Z,3.911,45
2017-05-01T00:00:00Z,30.684,39
2017-05-01T00:00:00Z,3.138,33
2017-06-01T00:00:00Z,3.119,45
2017-06-01T00:00:00Z,20.73,39
2017-06-01T00:00:00Z,3.415,33
2017-07-01T00:00:00Z,1.975,45
2017-07-01T00:00:00Z,24.207,39
2017-07-01T00:00:00Z,0.476,33
2017-08-01T00:00:00Z,3.799,45
2017-08-01T00:00:00Z,8.977,39
2017-08-01T00:00:00Z,0.308,33
2017-09-01T00:00:00Z,1.486,45
2017-09-01T00:00:00Z,6.09,39
2017-09-01T00:00:00Z,0.112,33
2017-10-01T00:00:00Z,0.583,45
2017-10-01T00:00:00Z,10.005,39
2017-10-01T00:00:00Z,0.01,33
2017-11-01T00:00:00Z,-1.349,45
2017-11-01T00:00:00Z,-0.466,39
2017-11-01T00:00:00Z,0.027,33
2017-12-01T00:00:00Z,-0.187,45
2017-12-01T00:00:00Z,3.236,39
2017-12-01T00:00:00Z,0.039,33
2018-01-01T00:00:00Z,-3.014,45
2018-01-01T00:00:00Z,-0.251,39
2018-01-01T00:00:00Z,0.21,33
2018-02-01T00:00:00Z,1.912,45
2018-02-01T00:00:00Z,17.288,39
2018-02-01T00:00:00Z,0.591,33
2018-03-01T00:00:00Z,-0.974,45
2018-03-01T00:00:00Z,2.576,39
2018-03-01T00:00:00Z,1.073,33
2018-04-01T00:00:00Z,-1.471,45
2018-04-01T00:00:00Z,11.541,39
2018-04-01T00:00:00Z,2.623,33
2018-05-01T00:00:00Z,3.672,45
2018-05-01T00:00:00Z,29.461,39
2018-05-01T00:00:00Z,2.701,33
2018-06-01T00:00:00Z,1.119,45
2018-06-01T00:00:00Z,33.899,39
2018-06-01T00:00:00Z,0.911,33
2018-07-01T00:00:00Z,3.394,45
2018-07-01T00:00:00Z,17.698,39
2018-07-01T00:00:00Z,1.104,33
2018-08-01T00:00:00Z,2.248,45
2018-08-01T00:00:00Z,15.679,39
2018-08-01T00:00:00Z,0.08,33
2018-09-01T00:00:00Z,1.2,45
2018-09-01T00:00:00Z,13.525,39
2018-09-01T00:00:00Z,0.009,33
2018-10-01T00:00:00Z,0.348,45
2018-10-01T00:00:00Z,4.326,39
2018-10-01T00:00:00Z,0.008,33
2018-11-01T00:00:00Z,-0.31,45
2018-11-01T00:00:00Z,5.091,39
2018-11-01T00:00:00Z,0.008,33
2018-12-01T00:00:00Z,-2.896,45
2018-12-01T00:00:00Z,2.228,39
2018-12-01T00:00:00Z,0.106,33
2019-01-01T00:00:00Z,-1.953,45
2019-01-01T00:00:00Z,-4.101,39
2019-01-01T00:00:00Z,0.137,33
2019-02-01T00:00:00Z,0.564,45
2019-02-01T00:00:00Z,4.299,39
2019-02-01T00:00:00Z,0.824,33
2019-03-01T00:00:00Z,-0.124,45
2019-03-01T00:00:00Z,2.753,39
2019-03-01T00:00:00Z,1.27,33
2019-04-01T00:00:00Z,0.378,45
2019-04-01T00:00:00Z,20.871,39
2019-04-01T00:00:00Z,1.091,33
2019-05-01T00:00:00Z,2.811,45
2019-05-01T00:00:00Z,17.315,39
2019-05-01T00:00:00Z,1.223,33
2019-06-01T00:00:00Z,5.887,45
2019-06-01T00:00:00Z,39.943,39
2019-06-01T00:00:00Z,0.549,33
2019-07-01T00:00:00Z,1.81,45
2019-07-01T00:00:00Z,27.213,39
2019-07-01T00:00:00Z,0.874,33
2019-08-01T00:00:00Z,1.34,45
2019-08-01T00:00:00Z,11.442,39
2019-08-01T00:00:00Z,0.271,33
2019-09-01T00:00:00Z,0.233,45
2019-09-01T00:00:00Z,9.937,39
2019-09-01T00:00:00Z,0.199,33
2019-10-01T00:00:00Z,0.289,45
2019-10-01T00:00:00Z,6.361,39
2019-10-01T00:00:00Z,0.005,33
2019-11-01T00:00:00Z,1.233,45
2019-11-01T00:00:00Z,6.422,39
2019-11-01T00:00:00Z,0.015,33
2019-12-01T00:00:00Z,-3.52,45
2019-12-01T00:00:00Z,-2.968,39
2019-12-01T00:00:00Z,0.052,33
2020-01-01T00:00:00Z,-9.548,45
2020-01-01T00:00:00Z,2.827,39
2020-01-01T00:00:00Z,0.276,33
2020-02-01T00:00:00Z,0.719,45
2020-02-01T00:00:00Z,22.093,39
2020-02-01T00:00:00Z,0.262,33
2020-03-01T00:00:00Z,1.31,45
2020-03-01T00:00:00Z,11.349,39
2020-03-01T00:00:00Z,0.412,33
2020-04-01T00:00:00Z,3.272,45
2020-04-01T00:00:00Z,15.231,39
2020-04-01T00:00:00Z,0.712,33
2020-05-01T00:00:00Z,-0.976,45
2020-05-01T00:00:00Z,16.398,39
2020-05-01T00:00:00Z,1.363,33
2020-06-01T00:00:00Z,3.171,45
2020-06-01T00:00:00Z,27.05,39
2020-06-01T00:00:00Z,0.815,33
2020-07-01T00:00:00Z,6.159,45
2020-07-01T00:00:00Z,21.492,39
2020-07-01T00:00:00Z,0.196,33
2020-08-01T00:00:00Z,3.848,45
2020-08-01T00:00:00Z,16.289,39
2020-08-01T00:00:00Z,0.344,33
2020-09-01T00:00:00Z,-1.958,45
2020-09-01T00:00:00Z,4.839,39
2020-09-01T00:00:00Z,0.019,33
2020-10-01T00:00:00Z,0.74,45
2020-10-01T00:00:00Z,8.4,39
2020-10-01T00:00:00Z,0.004,33
2020-11-01T00:00:00Z,-0.81,45
2020-11-01T00:00:00Z,7.688,39
2020-11-01T00:00:00Z,0.082,33
2020-12-01T00:00:00Z,-2.891,45
2020-12-01T00:00:00Z,6.203,39
2020-12-01T00:00:00Z,0.282,33
2021-01-01T00:00:00Z,-4.732,45
2021-01-01T00:00:00Z,3.997,39
2021-01-01T00:00:00Z,0.73,33
